month,AR,Customer,Truck,Driver,Hours,start_time,end_time,gps_start,gps_end,Overlap,start_time_difference,end_time_difference,deviation_from_hours,Owner/Operator,Action Taken
3,2902,C-41,T-28,D-27,5.5,3/31/2023 5:30,3/31/2023 11:00,3/31/2023 6:01,3/31/2023 11:07,0,31,7,-24,Gilmour,0
3,2903,C-41,T-4,D-1,9.5,3/31/2023 5:30,3/31/2023 15:00,3/31/2023 6:00,3/31/2023 13:50,0,30,-70,-100,Gilmour,0
3,2904,C-41,T-45,D-71,14,3/31/2023 5:00,3/31/2023 19:00,3/31/2023 6:33,3/31/2023 17:49,0,93,-71,-164,Barrett,0
3,2905,C-41,T-10,D-29,4,3/31/2023 5:00,3/31/2023 9:00,3/31/2023 5:36,3/31/2023 9:04,0,36,4,-32,Wright,0
3,2906,C-23,T-10,D-29,14,3/31/2023 9:00,3/31/2023 23:00,3/31/2023 9:04,3/31/2023 22:09,0,4,-51,-55,Wright,0
3,2907,C-23,T-16,D-35,8,3/31/2023 0:30,3/31/2023 8:30,3/31/2023 0:33,3/31/2023 9:07,0,3,37,34,Barrett,0
3,2908,C-41,T-34,D-53,12,3/31/2023 6:00,3/31/2023 18:00,3/31/2023 7:38,3/31/2023 16:59,0,98,-61,-159,Barrett,0
3,2909,C-3,T-15,D-56,13,3/31/2023 6:00,3/31/2023 19:00,3/31/2023 6:04,3/31/2023 19:04,0,4,4,0,Barrett,0
3,2910,C-41,T-8,D-11,15,3/31/2023 5:30,3/31/2023 20:30,3/31/2023 5:50,3/31/2023 19:29,0,20,-61,-81,Gilmour,0
3,2911,C-23,T-28,D-27,9,3/31/2023 11:00,3/31/2023 20:00,3/31/2023 11:07,3/31/2023 19:03,0,7,-57,-64,Gilmour,0
3,2912,C-41,T-20,D-70,14,3/31/2023 5:30,3/31/2023 19:30,3/31/2023 5:52,3/31/2023 18:55,0,22,-35,-57,Mason,0
3,2913,C-41,T-44,D-61,14,3/31/2023 5:00,3/31/2023 19:00,3/31/2023 5:56,3/31/2023 17:54,0,56,-66,-122,Barrett,0
3,2914,C-41,T-46,D-51,14,3/31/2023 5:30,3/31/2023 19:30,3/31/2023 7:23,3/31/2023 17:28,0,113,-122,-235,Waters,0
3,2915,C-41,T-38,D-36,13,3/31/2023 5:30,3/31/2023 18:30,3/31/2023 5:50,3/31/2023 18:51,0,20,21,1,Mason,0
3,2916,C-41,T-38,D-36,3.5,3/31/2023 18:30,3/31/2023 22:00,3/31/2023 18:51,3/31/2023 21:17,0,21,-43,-64,Mason,0
3,2917,C-41,T-41,D-10,14,3/31/2023 5:00,3/31/2023 19:00,3/31/2023 6:05,3/31/2023 17:32,0,65,-88,-153,Barrett,0
3,2918,C-41,T-3,D-45,14,3/31/2023 5:00,3/31/2023 19:00,3/31/2023 6:22,3/31/2023 17:34,0,82,-86,-168,Barrett,0
3,2919,C-41,T-35,D-59,14,3/31/2023 5:30,3/31/2023 19:30,3/31/2023 5:59,3/31/2023 18:22,0,29,-68,-97,Gilmour,0
3,2920,C-41,T-39,D-15,12,3/31/2023 20:00,4/1/2023 8:00,3/31/2023 21:24,4/1/2023 8:21,0,84,21,-63,Barrett,0
3,2921,C-53,T-26,D-48,17.5,3/31/2023 6:30,4/1/2023 0:00,3/31/2023 6:45,3/31/2023 23:33,0,15,-27,-42,Barrett,0
3,2922,C-41,T-25,D-54,12,3/31/2023 6:00,3/31/2023 18:00,3/31/2023 6:15,3/31/2023 18:35,0,15,35,20,Gilmour,0
3,2923,C-23,T-29,D-17,14,3/31/2023 9:30,3/31/2023 23:30,3/31/2023 9:17,3/31/2023 23:26,0,-13,-4,9,Barrett,0
3,2924,C-41,T-40,D-63,6,3/31/2023 5:00,3/31/2023 11:00,3/31/2023 5:04,3/31/2023 11:07,0,4,7,3,Barrett,0
3,2925,C-11,T-40,D-63,30,3/31/2023 11:00,4/1/2023 17:00,3/31/2023 11:07,4/1/2023 17:13,0,7,13,6,Barrett,0
3,2926,C-23,T-17,D-26,14,3/31/2023 18:00,4/1/2023 8:00,3/31/2023 17:56,4/1/2023 7:41,1,-4,-19,-15,Barrett,0
3,2927,C-41,T-47,D-22,6.5,3/31/2023 5:30,3/31/2023 12:00,3/31/2023 6:04,3/31/2023 12:09,0,34,9,-25,Gilmour,0
3,2928,C-41,T-47,D-22,7.5,3/31/2023 12:00,3/31/2023 19:30,3/31/2023 12:09,3/31/2023 18:06,0,9,-84,-93,Gilmour,0
3,2929,C-41,T-33,D-65,4.5,3/31/2023 6:00,3/31/2023 10:30,3/31/2023 6:23,3/31/2023 10:25,0,23,-5,-28,Barrett,0
3,2930,C-23,T-33,D-65,9,3/31/2023 10:30,3/31/2023 19:30,3/31/2023 10:25,3/31/2023 19:53,1,-5,23,28,Barrett,0
3,2931,C-41,T-11,D-66,14,3/31/2023 5:00,3/31/2023 19:00,3/31/2023 5:58,3/31/2023 17:52,0,58,-68,-126,Barrett,0
3,2932,C-53,T-24,D-18,19,3/31/2023 21:00,4/1/2023 16:00,3/31/2023 21:16,4/1/2023 15:56,0,16,-4,-20,Barrett,0
3,2933,C-41,T-18,D-4,14,3/31/2023 4:00,3/31/2023 18:00,3/31/2023 10:55,3/31/2023 17:03,0,415,-57,-472,Barrett,0
3,2934,C-41,T-13,D-46,13,3/31/2023 5:00,3/31/2023 18:00,3/31/2023 5:22,3/31/2023 17:43,0,22,-17,-39,Barrett,0
3,2935,C-41,T-31,D-38,10.5,3/31/2023 8:00,3/31/2023 18:30,3/31/2023 8:25,3/31/2023 18:15,0,25,-15,-40,Barrett,0
3,2936,C-41,T-25,D-41,12,3/31/2023 18:00,4/1/2023 6:00,3/31/2023 18:35,4/1/2023 5:13,0,35,-47,-82,Gilmour,0
3,2937,C-41,T-30,D-31,11,3/31/2023 6:00,3/31/2023 17:00,3/31/2023 5:51,3/31/2023 17:02,0,-9,2,11,Barrett,0
3,2938,C-23,T-17,D-44,13.5,3/31/2023 6:00,3/31/2023 19:30,3/31/2023 6:04,3/31/2023 19:54,1,4,24,20,Barrett,0
3,2939,C-23,T-33,D-68,15.5,3/31/2023 18:00,4/1/2023 9:30,3/31/2023 17:47,4/1/2023 9:22,1,-13,-8,5,Barrett,0
4,2940,C-41,T-15,D-56,6.5,4/1/2023 6:00,4/1/2023 12:30,4/1/2023 5:40,4/1/2023 12:09,0,-20,-21,-1,Barrett,0
4,2941,C-41,T-4,D-1,11,4/1/2023 5:30,4/1/2023 16:30,4/1/2023 6:01,4/1/2023 16:14,0,31,-16,-47,Gilmour,0
4,2942,C-41,T-13,D-65,4,4/1/2023 11:00,4/1/2023 15:00,4/1/2023 10:52,4/1/2023 14:57,0,-8,-3,5,Barrett,0
4,2943,C-23,T-13,D-65,6.5,4/1/2023 15:00,4/1/2023 21:30,4/1/2023 14:57,4/1/2023 21:24,0,-3,-6,-3,Barrett,0
4,2944,C-41,T-45,D-71,14,4/1/2023 5:00,4/1/2023 19:00,4/1/2023 5:39,4/1/2023 13:59,0,39,-301,-340,Barrett,0
4,2945,C-41,T-8,D-11,15,4/1/2023 6:00,4/1/2023 21:00,4/1/2023 6:43,4/1/2023 20:03,0,43,-57,-100,Gilmour,0
4,2946,C-23,T-20,D-70,15.5,4/1/2023 5:30,4/1/2023 21:00,4/1/2023 5:56,4/1/2023 20:08,0,26,-52,-78,Mason,0
4,2947,C-41,T-44,D-61,14,4/1/2023 5:00,4/1/2023 19:00,4/1/2023 5:34,4/1/2023 13:58,0,34,-302,-336,Barrett,0
4,2948,C-41,T-46,D-51,14,4/1/2023 5:30,4/1/2023 19:30,4/1/2023 6:31,4/1/2023 17:41,0,61,-109,-170,Waters,0
4,2949,C-41,T-38,D-36,15,4/1/2023 5:30,4/1/2023 20:30,4/1/2023 5:56,4/1/2023 20:02,0,26,-28,-54,Mason,0
4,2950,C-41,T-41,D-10,15,4/1/2023 5:00,4/1/2023 20:00,4/1/2023 5:31,4/1/2023 14:12,0,31,-348,-379,Barrett,0
4,2951,C-41,T-35,D-59,7.5,4/1/2023 6:00,4/1/2023 13:30,4/1/2023 6:00,4/1/2023 13:38,0,0,8,8,Gilmour,0
4,2952,C-41,T-35,D-59,6.5,4/1/2023 13:30,4/1/2023 20:00,4/1/2023 13:38,4/1/2023 18:39,0,8,-81,-89,Gilmour,0
4,2953,C-41,T-39,D-15,12,4/1/2023 16:00,4/2/2023 4:00,4/1/2023 15:47,4/2/2023 3:12,0,-13,-48,-35,Barrett,0
4,2954,C-41,T-25,D-54,7.5,4/1/2023 6:00,4/1/2023 13:30,4/1/2023 6:26,4/1/2023 13:39,0,26,9,-17,Gilmour,0
4,2955,C-41,T-25,D-54,6.5,4/1/2023 13:30,4/1/2023 20:00,4/1/2023 13:39,4/1/2023 20:16,0,9,16,7,Gilmour,0
4,2956,C-41,T-47,D-22,12.5,4/1/2023 5:30,4/1/2023 18:00,4/1/2023 6:09,4/1/2023 16:35,0,39,-85,-124,Gilmour,0
4,2957,C-23,T-13,D-65,3,4/1/2023 8:00,4/1/2023 11:00,4/1/2023 7:59,4/1/2023 10:52,0,-1,-8,-7,Barrett,0
4,2958,C-41,T-18,D-4,10,4/1/2023 5:00,4/1/2023 15:00,4/1/2023 6:03,4/1/2023 10:16,0,63,-284,-347,Barrett,0
4,2959,C-41,T-9,D-9,9,4/1/2023 6:00,4/1/2023 15:00,4/1/2023 6:04,4/1/2023 12:39,0,4,-141,-145,Barrett,0
4,2960,C-41,T-28,D-27,14,4/1/2023 5:30,4/1/2023 19:30,4/1/2023 6:02,4/1/2023 18:40,0,32,-50,-82,Gilmour,0
4,2961,C-41,T-31,D-38,8,4/1/2023 8:00,4/1/2023 16:00,4/1/2023 7:40,4/1/2023 16:07,0,-20,7,27,Barrett,0
4,2962,C-41,T-30,D-31,7,4/1/2023 6:00,4/1/2023 13:00,4/1/2023 6:09,4/1/2023 13:06,0,9,6,-3,Barrett,0
4,2963,C-23,T-30,D-31,9,4/1/2023 13:00,4/1/2023 22:00,4/1/2023 13:06,4/1/2023 21:19,0,6,-41,-47,Barrett,0
4,2964,C-1,T-29,D-17,12.5,4/1/2023 6:00,4/1/2023 18:30,4/1/2023 6:19,4/1/2023 18:27,0,19,-3,-22,Barrett,0
4,2965,C-41,T-17,D-44,7,4/1/2023 6:00,4/1/2023 13:00,4/1/2023 6:17,4/1/2023 12:58,0,17,-2,-19,Barrett,0
4,2966,C-41,T-17,D-44,6.5,4/1/2023 13:00,4/1/2023 19:30,4/1/2023 12:58,4/1/2023 19:07,0,-2,-23,-21,Barrett,0
4,2967,C-41,T-33,D-68,8,4/1/2023 19:00,4/2/2023 3:00,4/1/2023 19:06,4/2/2023 3:01,0,6,1,-5,Barrett,0
4,2968,C-41,T-9,D-9,11,4/2/2023 6:30,4/2/2023 17:30,4/2/2023 8:19,4/2/2023 15:17,0,109,-133,-242,Barrett,0
4,2969,C-41,T-4,D-1,14,4/2/2023 5:30,4/2/2023 19:30,4/2/2023 6:09,4/2/2023 18:14,0,39,-76,-115,Gilmour,0
4,2970,C-41,T-45,D-71,14,4/2/2023 5:00,4/2/2023 19:00,4/2/2023 8:22,4/2/2023 15:39,0,202,-201,-403,Barrett,0
4,2971,C-41,T-10,D-29,14,4/2/2023 6:00,4/2/2023 20:00,4/2/2023 5:39,4/2/2023 18:08,0,-21,-112,-91,Wright,0
4,2972,C-41,T-16,D-35,11.5,4/2/2023 7:00,4/2/2023 18:30,4/2/2023 7:31,4/2/2023 17:58,0,31,-32,-63,Barrett,0
4,2973,C-16,T-15,D-56,15.5,4/2/2023 11:30,4/3/2023 3:00,4/2/2023 11:33,4/3/2023 2:26,0,3,-34,-37,Barrett,0
4,2974,C-53,T-15,D-56,5.5,4/2/2023 6:00,4/2/2023 11:30,4/2/2023 6:10,4/2/2023 11:33,0,10,3,-7,Barrett,0
4,2975,C-41,T-8,D-11,7,4/2/2023 6:00,4/2/2023 13:00,4/2/2023 6:22,4/2/2023 13:10,0,22,10,-12,Gilmour,0
4,2976,C-23,T-8,D-11,20,4/2/2023 13:00,4/3/2023 9:00,4/2/2023 13:10,4/3/2023 8:22,0,10,-38,-48,Gilmour,0
4,2977,C-41,T-20,D-70,13.5,4/2/2023 6:00,4/2/2023 19:30,4/2/2023 7:29,4/2/2023 18:51,0,89,-39,-128,Mason,0
4,2978,C-41,T-44,D-61,14,4/2/2023 5:00,4/2/2023 19:00,4/2/2023 7:59,4/2/2023 15:24,0,179,-216,-395,Barrett,0
4,2979,C-41,T-46,D-51,14,4/2/2023 5:00,4/2/2023 19:00,4/2/2023 7:27,4/2/2023 17:39,0,147,-81,-228,Waters,0
4,2980,C-41,T-34,D-53,11,4/2/2023 6:30,4/2/2023 17:30,4/2/2023 6:46,4/2/2023 17:15,0,16,-15,-31,Barrett,0
4,2981,C-41,T-41,D-10,14,4/2/2023 5:00,4/2/2023 19:00,4/2/2023 7:55,4/2/2023 15:45,0,175,-195,-370,Barrett,0
4,2982,C-41,T-3,D-45,14,4/2/2023 5:00,4/2/2023 19:00,4/2/2023 5:52,4/2/2023 15:46,0,52,-194,-246,Barrett,0
4,2983,C-41,T-35,D-59,14,4/2/2023 6:00,4/2/2023 20:00,4/2/2023 6:11,4/2/2023 18:28,0,11,-92,-103,Gilmour,0
4,2984,C-23,T-39,D-15,5.5,4/2/2023 19:00,4/3/2023 0:30,4/2/2023 18:44,4/3/2023 0:37,1,-16,7,23,Barrett,0
4,2985,C-53,T-26,D-48,10,4/2/2023 5:30,4/2/2023 15:30,4/2/2023 5:10,4/2/2023 15:11,0,-20,-19,1,Barrett,0
4,2986,C-41,T-25,D-54,14,4/2/2023 6:00,4/2/2023 20:00,4/2/2023 6:13,4/2/2023 18:30,0,13,-90,-103,Gilmour,0
4,2987,C-23,T-33,D-26,7,4/2/2023 18:00,4/3/2023 1:00,4/2/2023 19:52,4/3/2023 0:48,0,112,-12,-124,Barrett,0
4,2988,C-41,T-40,D-63,5.5,4/2/2023 7:30,4/2/2023 13:00,4/2/2023 7:09,4/2/2023 12:33,0,-21,-27,-6,Barrett,0
4,2989,C-23,T-40,D-63,18,4/2/2023 13:00,4/3/2023 7:00,4/2/2023 12:33,4/3/2023 7:17,0,-27,17,44,Barrett,0
4,2990,C-41,T-47,D-22,14.5,4/2/2023 5:30,4/2/2023 20:00,4/2/2023 6:11,4/2/2023 19:00,0,41,-60,-101,Gilmour,0
4,2991,C-23,T-39,D-16,5,4/2/2023 9:00,4/2/2023 14:00,4/2/2023 9:45,4/2/2023 14:00,0,45,0,-45,Barrett,0
4,2992,C-23,T-39,D-16,6,4/2/2023 14:00,4/2/2023 20:00,4/2/2023 14:00,4/2/2023 20:19,1,0,19,19,Barrett,0
4,2993,C-53,T-32,D-18,15.5,4/2/2023 6:00,4/2/2023 21:30,4/2/2023 5:43,4/2/2023 21:21,0,-17,-9,8,Barrett,0
4,2994,C-41,T-13,D-46,16.5,4/2/2023 5:00,4/2/2023 21:30,4/2/2023 5:05,4/2/2023 20:54,0,5,-36,-41,Barrett,0
4,2995,C-1,T-29,D-17,5.5,4/2/2023 6:00,4/2/2023 11:30,4/2/2023 6:22,4/2/2023 11:36,0,22,6,-16,Barrett,0
4,2996,C-23,T-29,D-17,8.5,4/2/2023 11:30,4/2/2023 20:00,4/2/2023 11:36,4/2/2023 14:53,1,6,-307,-313,Barrett,0
4,2997,C-41,T-28,D-27,14,4/2/2023 5:30,4/2/2023 19:30,4/2/2023 6:12,4/2/2023 18:16,0,42,-74,-116,Gilmour,0
4,2998,C-41,T-30,D-31,12,4/2/2023 6:00,4/2/2023 18:00,4/2/2023 6:17,4/2/2023 16:54,0,17,-66,-83,Barrett,0
4,2999,C-23,T-29,D-68,11.5,4/2/2023 18:00,4/3/2023 5:30,4/3/2023 3:41,4/3/2023 5:51,1,581,21,-560,Barrett,0
4,3000,C-41,T-17,D-44,11,4/2/2023 6:00,4/2/2023 17:00,4/2/2023 6:21,4/2/2023 17:06,0,21,6,-15,Barrett,0
4,3001,C-41,T-33,D-65,11,4/2/2023 6:00,4/2/2023 17:00,4/2/2023 6:12,4/2/2023 16:59,0,12,-1,-13,Barrett,0
4,3002,C-41,T-9,D-9,12,4/3/2023 6:00,4/3/2023 18:00,4/3/2023 8:18,4/3/2023 16:42,0,138,-78,-216,Barrett,0
4,3003,C-41,T-4,D-1,14,4/3/2023 6:00,4/3/2023 20:00,4/3/2023 6:03,4/3/2023 18:49,0,3,-71,-74,Gilmour,0
4,3004,C-41,T-45,D-71,14,4/3/2023 5:00,4/3/2023 19:00,4/3/2023 7:46,4/3/2023 16:08,0,166,-172,-338,Barrett,0
4,3005,C-41,T-10,D-29,14,4/3/2023 5:00,4/3/2023 19:00,4/3/2023 5:36,4/3/2023 18:02,0,36,-58,-94,Wright,0
4,3006,C-44,T-15,D-56,9,4/3/2023 14:00,4/3/2023 23:00,4/3/2023 14:17,4/3/2023 22:36,0,17,-24,-41,Barrett,0
4,3007,C-41,T-28,D-27,14,4/3/2023 5:30,4/3/2023 19:30,4/3/2023 6:05,4/3/2023 18:26,0,35,-64,-99,Gilmour,0
4,3008,C-41,T-20,D-70,14,4/3/2023 5:30,4/3/2023 19:30,4/3/2023 5:50,4/3/2023 18:57,0,20,-33,-53,Mason,0
4,3009,C-41,T-46,D-51,11.5,4/3/2023 5:30,4/3/2023 17:00,4/3/2023 6:14,4/3/2023 15:48,0,44,-72,-116,Waters,0
4,3010,C-41,T-38,D-36,14,4/3/2023 5:30,4/3/2023 19:30,4/3/2023 5:49,4/3/2023 19:00,0,19,-30,-49,Mason,0
4,3011,C-41,T-41,D-10,14,4/3/2023 5:00,4/3/2023 19:00,4/3/2023 7:46,4/3/2023 16:18,0,166,-162,-328,Barrett,0
4,3012,C-41,T-3,D-45,14,4/3/2023 5:00,4/3/2023 19:00,4/3/2023 7:46,4/3/2023 16:19,0,166,-161,-327,Barrett,0
4,3013,C-41,T-35,D-59,14.5,4/3/2023 5:30,4/3/2023 20:00,4/3/2023 6:02,4/3/2023 18:46,0,32,-74,-106,Gilmour,0
4,3014,C-41,T-47,D-22,15,4/3/2023 5:30,4/3/2023 20:30,4/3/2023 6:08,4/3/2023 19:23,0,38,-67,-105,Gilmour,0
4,3015,C-41,T-39,D-15,6.5,4/3/2023 0:30,4/3/2023 7:00,4/3/2023 0:37,4/3/2023 7:02,1,7,2,-5,Barrett,0
4,3016,C-41,T-13,D-15,12,4/3/2023 19:30,4/4/2023 7:30,4/3/2023 19:10,4/4/2023 7:46,1,-20,16,36,Barrett,0
4,3017,C-23,T-26,D-48,16.5,4/3/2023 5:30,4/3/2023 22:00,4/3/2023 5:19,4/3/2023 21:44,0,-11,-16,-5,Barrett,0
4,3018,C-23,T-25,D-54,12,4/3/2023 6:00,4/3/2023 18:00,4/3/2023 6:07,4/3/2023 18:11,0,7,11,4,Gilmour,0
4,3019,C-41,T-40,D-63,10,4/3/2023 7:00,4/3/2023 17:00,4/3/2023 7:17,4/3/2023 16:10,0,17,-50,-67,Barrett,0
4,3020,C-41,T-33,D-26,5,4/3/2023 1:00,4/3/2023 6:00,4/3/2023 0:48,4/3/2023 6:18,1,-12,18,30,Barrett,0
4,3021,C-27,T-39,D-16,12,4/3/2023 16:30,4/4/2023 4:30,4/3/2023 16:11,4/4/2023 4:28,0,-19,-2,17,Barrett,0
4,3022,C-41,T-39,D-16,10.5,4/3/2023 6:00,4/3/2023 16:30,4/3/2023 6:05,4/3/2023 16:49,1,5,19,14,Barrett,0
4,3023,C-40,T-36,D-13,10,4/3/2023 6:00,4/3/2023 16:00,4/3/2023 6:26,4/3/2023 15:23,0,26,-37,-63,Barrett,0
4,3024,C-1,T-13,D-46,15,4/3/2023 5:00,4/3/2023 20:00,4/3/2023 5:25,4/3/2023 19:49,1,25,-11,-36,Barrett,0
4,3025,C-41,T-31,D-38,11,4/3/2023 6:30,4/3/2023 17:30,4/3/2023 6:40,4/3/2023 17:29,0,10,-1,-11,Barrett,0
4,3026,C-41,T-25,D-41,12,4/3/2023 18:00,4/4/2023 6:00,4/3/2023 18:11,4/4/2023 6:22,0,11,22,11,Gilmour,0
4,3027,C-41,T-30,D-31,7.5,4/3/2023 6:00,4/3/2023 13:30,4/3/2023 7:41,4/3/2023 13:02,0,101,-28,-129,Barrett,0
4,3028,C-41,T-30,D-31,4.5,4/3/2023 13:30,4/3/2023 18:00,4/3/2023 13:02,4/3/2023 18:21,1,-28,21,49,Barrett,0
4,3029,C-41,T-17,D-44,11.5,4/3/2023 6:00,4/3/2023 17:30,4/3/2023 6:11,4/3/2023 17:01,0,11,-29,-40,Barrett,0
4,3030,C-41,T-33,D-65,10.5,4/3/2023 5:30,4/3/2023 16:00,4/3/2023 5:10,4/3/2023 16:24,1,-20,24,44,Barrett,0
4,3031,C-41,T-33,D-65,6,4/3/2023 16:00,4/3/2023 22:00,4/3/2023 16:24,4/3/2023 21:19,0,24,-41,-65,Barrett,0
4,3032,C-41,T-34,D-53,12,4/3/2023 6:00,4/3/2023 18:00,4/3/2023 6:27,4/3/2023 17:11,0,27,-49,-76,Barrett,0
4,3033,C-41,T-29,D-17,13.5,4/3/2023 6:00,4/3/2023 19:30,4/3/2023 5:51,4/3/2023 19:33,0,-9,3,12,Barrett,0
4,3034,C-41,T-17,D-26,12,4/3/2023 18:00,4/4/2023 6:00,4/3/2023 17:01,4/4/2023 5:52,0,-59,-8,51,Barrett,0
4,3035,C-39,T-24,D-18,8.5,4/3/2023 10:30,4/3/2023 19:00,4/3/2023 10:34,4/3/2023 18:42,0,4,-18,-22,Barrett,0
4,3036,C-23,T-30,D-68,5,4/3/2023 17:30,4/3/2023 22:30,4/3/2023 17:10,4/3/2023 22:45,1,-20,15,35,Barrett,0
4,3037,C-41,T-30,D-68,8,4/3/2023 22:30,4/4/2023 6:30,4/3/2023 22:45,4/4/2023 6:16,0,15,-14,-29,Barrett,0
4,3038,C-41,T-4,D-1,12,4/4/2023 5:30,4/4/2023 17:30,4/4/2023 6:07,4/4/2023 16:36,0,37,-54,-91,Gilmour,0
4,3039,C-41,T-45,D-71,4.5,4/4/2023 5:00,4/4/2023 9:30,4/4/2023 8:48,4/4/2023 9:26,0,228,-4,-232,Barrett,0
4,3040,C-41,T-45,D-71,6,4/4/2023 9:30,4/4/2023 15:30,4/4/2023 9:26,4/4/2023 15:44,0,-4,14,18,Barrett,0
4,3041,C-41,T-45,D-71,12.5,4/4/2023 15:30,4/5/2023 4:00,4/4/2023 15:44,4/5/2023 5:04,0,14,64,50,Barrett,0
4,3042,C-23,T-10,D-29,12.5,4/4/2023 5:00,4/4/2023 17:30,4/4/2023 5:40,4/4/2023 17:03,0,40,-27,-67,Wright,0
4,3043,C-41,T-10,D-29,3.5,4/4/2023 17:30,4/4/2023 21:00,4/4/2023 17:03,4/4/2023 20:11,0,-27,-49,-22,Wright,0
4,3044,C-41,T-15,D-56,11.5,4/4/2023 16:00,4/5/2023 3:30,4/4/2023 15:40,4/5/2023 2:48,0,-20,-42,-22,Barrett,0
4,3045,C-41,T-8,D-11,14.5,4/4/2023 6:00,4/4/2023 20:30,4/4/2023 6:26,4/4/2023 19:25,0,26,-65,-91,Gilmour,0
4,3046,C-23,T-30,D-15,11,4/4/2023 20:00,4/5/2023 7:00,4/4/2023 20:40,4/5/2023 7:19,1,40,19,-21,Barrett,0
4,3047,C-41,T-28,D-27,14,4/4/2023 5:30,4/4/2023 19:30,4/4/2023 6:43,4/4/2023 18:39,0,73,-51,-124,Gilmour,0
4,3048,C-41,T-20,D-70,12,4/4/2023 5:30,4/4/2023 17:30,4/4/2023 5:53,4/4/2023 16:58,0,23,-32,-55,Mason,0
4,3049,C-41,T-44,D-61,4.5,4/4/2023 5:00,4/4/2023 9:30,4/4/2023 7:51,4/4/2023 9:48,0,171,18,-153,Barrett,0
4,3050,C-41,T-44,D-61,9.5,4/4/2023 9:30,4/4/2023 19:00,4/4/2023 9:48,4/4/2023 15:38,0,18,-202,-220,Barrett,0
4,3051,C-23,T-46,D-51,13,4/4/2023 5:30,4/4/2023 18:30,4/4/2023 6:18,4/4/2023 18:46,0,48,16,-32,Waters,0
4,3052,C-41,T-46,D-51,3,4/4/2023 18:30,4/4/2023 21:30,4/4/2023 18:46,4/4/2023 20:41,0,16,-49,-65,Waters,0
4,3053,C-41,T-38,D-36,12,4/4/2023 5:30,4/4/2023 17:30,4/4/2023 5:51,4/4/2023 17:02,0,21,-28,-49,Mason,0
4,3054,C-23,T-34,D-37,12,4/4/2023 6:00,4/4/2023 18:00,4/4/2023 5:42,4/4/2023 18:07,0,-18,7,25,Barrett,0
4,3055,C-41,T-41,D-10,4.5,4/4/2023 5:00,4/4/2023 9:30,4/4/2023 7:48,4/4/2023 9:01,0,168,-29,-197,Barrett,0
4,3056,C-41,T-41,D-10,10.5,4/4/2023 9:30,4/4/2023 20:00,4/4/2023 9:01,4/4/2023 16:13,0,-29,-227,-198,Barrett,0
4,3057,C-41,T-3,D-45,4.5,4/4/2023 5:00,4/4/2023 9:30,4/4/2023 8:06,4/4/2023 9:15,0,186,-15,-201,Barrett,0
4,3058,C-41,T-3,D-45,6,4/4/2023 9:30,4/4/2023 15:30,4/4/2023 9:15,4/4/2023 15:28,0,-15,-2,13,Barrett,0
4,3059,C-41,T-3,D-45,14.5,4/4/2023 15:30,4/5/2023 6:00,4/4/2023 15:28,4/5/2023 5:41,0,-2,-19,-17,Barrett,0
4,3060,C-41,T-35,D-59,12,4/4/2023 5:30,4/4/2023 17:30,4/4/2023 6:06,4/4/2023 16:34,0,36,-56,-92,Gilmour,0
4,3061,C-23,T-26,D-48,13.5,4/4/2023 5:30,4/4/2023 19:00,4/4/2023 5:28,4/4/2023 18:36,0,-2,-24,-22,Barrett,0
4,3062,C-41,T-25,D-54,11.5,4/4/2023 6:00,4/4/2023 17:30,4/4/2023 6:22,4/4/2023 16:43,0,22,-47,-69,Gilmour,0
4,3063,C-41,T-40,D-63,5,4/4/2023 5:00,4/4/2023 10:00,4/4/2023 4:49,4/4/2023 9:51,0,-11,-9,2,Barrett,0
4,3064,C-17,T-40,D-63,2.5,4/4/2023 10:00,4/4/2023 12:30,4/4/2023 9:51,4/4/2023 12:33,0,-9,3,12,Barrett,0
4,3065,C-41,T-47,D-22,15,4/4/2023 5:30,4/4/2023 20:30,4/4/2023 6:07,4/4/2023 19:16,0,37,-74,-111,Gilmour,0
4,3066,C-40,T-36,D-13,8,4/4/2023 6:00,4/4/2023 14:00,4/4/2023 6:18,4/4/2023 13:45,0,18,-15,-33,Barrett,0
4,3067,C-36,T-17,D-62,12,4/4/2023 6:00,4/4/2023 18:00,4/4/2023 5:52,4/4/2023 17:12,0,-8,-48,-40,Barrett,0
4,3068,C-1,T-39,D-17,12.5,4/4/2023 8:30,4/4/2023 21:00,4/4/2023 8:10,4/4/2023 20:36,0,-20,-24,-4,Barrett,0
4,3069,C-27,T-31,D-38,14.5,4/4/2023 5:30,4/4/2023 20:00,4/4/2023 5:31,4/4/2023 19:21,0,1,-39,-40,Barrett,0
4,3070,C-41,T-25,D-41,12,4/4/2023 18:00,4/5/2023 6:00,4/4/2023 18:38,4/5/2023 5:11,0,38,-49,-87,Gilmour,0
4,3071,C-23,T-37,D-31,7.5,4/4/2023 14:30,4/4/2023 22:00,4/4/2023 14:50,4/4/2023 21:34,0,20,-26,-46,Barrett,0
4,3072,C-41,T-37,D-31,8.5,4/4/2023 6:00,4/4/2023 14:30,4/4/2023 6:08,4/4/2023 14:50,0,8,20,12,Barrett,0
4,3073,C-41,T-33,D-65,13.5,4/4/2023 6:00,4/4/2023 19:30,4/4/2023 6:14,4/4/2023 19:29,0,14,-1,-15,Barrett,0
